,surfaceArea,compactness,BBoxVolume,diameter,eccentricity
labeledDb\LabeledDB_new\Bird\247.off,2.0755688583616605,0.7487721955883344,1.355885186688275,1.8563902933784335,7.948537591335037
labeledDb\LabeledDB_new\Bird\248.off,2.805618528714311,0.6150584914713462,2.1537098382867383,1.5817022682758102,2.168779462971237
labeledDb\LabeledDB_new\Bird\249.off,1.3842948537110853,0.751133378158197,0.7428546911617724,1.9659479376422773,30.401559571813777
labeledDb\LabeledDB_new\Bird\250.off,1.69193710204708,2.446083503613777,0.47816526011856775,1.9148128287108004,82.89106293232392
labeledDb\LabeledDB_new\Bird\251.off,1.3908105481385993,1.4080783598299025,0.5747623246435682,1.9925540770022734,63.79463216062023
labeledDb\LabeledDB_new\Bird\252.off,2.2128306161697835,0.5749290751551595,1.4259996358571636,1.7373312077978922,6.560723504586802
labeledDb\LabeledDB_new\Bird\253.off,2.2341422231912462,0.8828464773571119,1.433716658232491,1.839706247587894,21.69809138170773
labeledDb\LabeledDB_new\Bird\254.off,1.5161980883568122,2.3239511347834276,0.39844414785840354,1.9948460523799736,90.74725567576408
labeledDb\LabeledDB_new\Bird\255.off,1.9921860194040142,0.7568788926476954,1.0901500086169738,1.9415843855300297,8.68437683144265
labeledDb\LabeledDB_new\Bird\256.off,2.0274208156526607,0.7783006451831364,2.920146730911105,1.9408442113976023,10.670061113513206
labeledDb\LabeledDB_new\Bird\257.off,1.9338322453297379,2.731963174166212,0.4992347888360448,1.9144403273402155,74.04346264335528
labeledDb\LabeledDB_new\Bird\258.off,3.0379914818311384,0.626202222561657,2.4697280730601423,1.6185285526400106,5.956618038288809
labeledDb\LabeledDB_new\Bird\259.off,3.056228952171858,0.6508594906919379,1.7616000661581301,1.8049800843122512,8.487885194474547
labeledDb\LabeledDB_new\Bird\260.off,2.4509864524093574,0.7356106345870078,1.3777046905022692,1.3620936272182558,4.442198780792592
labeledDb\LabeledDB_new\Bust\301.off,4.853562981084298,1.3204368021356965,1.539751654142971,1.944219565978888,5.307026120598394
labeledDb\LabeledDB_new\Bust\302.off,5.93842411593972,1.487218058670779,2.4596876974769506,1.8360352465174876,4.723783469198181
labeledDb\LabeledDB_new\Bust\303.off,3.8438035346848634,1.4493106879600386,1.5248998960909437,1.6104817627545074,3.47759452146158
labeledDb\LabeledDB_new\Bust\304.off,4.453504381369488,1.2080530001391272,1.5459188051805264,1.951628136187098,9.02293351891132
labeledDb\LabeledDB_new\Bust\305.off,7.408598651531967,1.5456078240261057,3.403453653836726,1.9469985343483232,2.5514278400733303
labeledDb\LabeledDB_new\Bust\306.off,4.6723924808685675,1.1373299105066228,2.121073525210863,1.7107212064522028,3.9178799564090587
labeledDb\LabeledDB_new\Bust\307.off,7.6535182332104075,1.2252671786910878,5.144361786226933,1.9354647983493825,2.2440221188269662
labeledDb\LabeledDB_new\Bust\308.off,8.530232132855419,1.2024751586464666,4.840229422578636,1.925382106821034,1.8220039493807294
labeledDb\LabeledDB_new\Bust\309.off,5.382422937406557,1.7162776332663967,1.842798150452211,1.6717956921477597,2.2222414512995403
labeledDb\LabeledDB_new\Bust\310.off,8.09344624178696,1.201080604686515,4.368878262030759,1.9024624030783646,2.1543534095088304
labeledDb\LabeledDB_new\Bust\311.off,6.156668760342801,1.259941674258706,2.4979772196599392,1.856492168636977,4.501665832399505
labeledDb\LabeledDB_new\Bust\312.off,5.794277138905737,1.3990417263702903,2.7802088611351863,1.6976915316922772,4.191133945138411
labeledDb\LabeledDB_new\Bust\313.off,6.323545607203105,1.5306287613243414,3.0065461066734716,1.7528812834341854,2.887023404180472
labeledDb\LabeledDB_new\Bust\314.off,4.646911955821716,1.1729212602931733,1.8681280330053012,1.7739542099301107,5.697824105300106
labeledDb\LabeledDB_new\Bust\315.off,5.3841017829980515,1.38187775137,2.495759369808345,1.725616995561922,2.3984613668018304
labeledDb\LabeledDB_new\Bust\316.off,5.799751692409741,1.5161454511484502,2.654213900809968,1.7636558219143947,2.5108411066951675
labeledDb\LabeledDB_new\Bust\317.off,5.638353576716769,1.2688946993321957,2.5767053849819104,1.8149197568136641,3.0878869288208923
labeledDb\LabeledDB_new\Bust\318.off,4.5475924891944866,1.4616446487782069,2.200485376830769,1.7767982135097682,3.829016901968647
labeledDb\LabeledDB_new\Bust\319.off,6.234701868493295,1.0915072511612327,2.5111917908231245,1.946473665011971,4.388013922045316
labeledDb\LabeledDB_new\Bust\320.off,7.328716403291481,1.5974877865407247,3.988116165467631,1.7957608284250433,2.1351023854177393
labeledDb\LabeledDB_new\Chair\101.off,2.2662722816084178,0.23930223999048486,1.0086565943533243,1.9252015247781529,5.121611363985553
labeledDb\LabeledDB_new\Chair\102.off,3.929325510561443,0.49681748787670854,2.345098897345942,1.9804089563108938,3.2856156073248433
labeledDb\LabeledDB_new\Chair\103.off,2.613103711758,0.27620611483916063,1.205815815179965,1.9275927506491204,3.0974424600155204
labeledDb\LabeledDB_new\Chair\104.off,2.3851709016173683,0.36712294045028004,0.7746421862792151,1.8970012551733324,4.434785663487034
labeledDb\LabeledDB_new\Chair\105.off,2.3805609813201207,0.43450036863393904,0.7099497121467431,1.8430485709739175,4.594849801690078
labeledDb\LabeledDB_new\Chair\106.off,3.343648056144632,0.346681546940582,1.5364665542711302,1.82434031757937,2.1749599363773116
labeledDb\LabeledDB_new\Chair\107.off,3.689781753144609,0.6606116850567028,2.1161682663038412,1.9423364710201934,3.951671469075726
labeledDb\LabeledDB_new\Chair\108.off,3.5910257337736406,0.5840113921152628,2.1563219132765004,1.9615943809046796,3.8797115794636188
labeledDb\LabeledDB_new\Chair\109.off,1.9375973757353482,0.1295568833345034,1.0427392384305025,1.7694801491905388,2.463693816501158
labeledDb\LabeledDB_new\Chair\110.off,2.1142182031982006,0.343469162725425,0.8084723099805062,1.863781166345856,5.997181810689016
labeledDb\LabeledDB_new\Chair\111.off,2.093151541315412,0.30211020954189655,0.8492330531403457,1.894145592397688,5.808871489167594
labeledDb\LabeledDB_new\Chair\112.off,2.7394106605897592,0.26710307167666103,1.1167475028005451,1.840996159264079,2.6843576779733533
labeledDb\LabeledDB_new\Chair\113.off,2.317938386778334,0.2736378262981277,1.1116262186856671,1.7124879071293364,3.8274264003800584
labeledDb\LabeledDB_new\Chair\114.off,1.0076492938001078,0.05238986524620521,0.6067947578270683,1.6479341009384119,3.7982762529216076
labeledDb\LabeledDB_new\Chair\115.off,2.227529079056763,0.21837600294652457,1.170812828769356,1.7441625976440345,3.8431847394725795
labeledDb\LabeledDB_new\Chair\116.off,3.6093777121465305,0.546587609464292,1.6733964719331467,1.9057100518249124,3.5469268840626778
labeledDb\LabeledDB_new\Chair\117.off,3.451179107926827,0.3879093956797278,1.4577651143908859,1.845529346494804,2.7337621414498186
labeledDb\LabeledDB_new\Chair\118.off,2.259433926335363,0.2506864221645935,1.0069274139354984,1.9203032672998683,5.437108148279386
labeledDb\LabeledDB_new\Chair\119.off,2.989903270983901,0.3227188529983255,1.3264217393356388,1.8856522295081477,2.239137798982449
labeledDb\LabeledDB_new\Chair\120.off,2.7502821332220555,0.4340663546089914,0.9830911739900141,1.836175393344709,5.0695737829708465
labeledDb\LabeledDB_new\Cup\21.off,8.532710254929206,3.4185388114867346,2.235847295797843,1.7103743003748193,1.868098690978557
labeledDb\LabeledDB_new\Cup\22.off,11.408528863769403,3.4499294497945843,3.1824432496583066,1.8914017607775886,1.7265963597046154
labeledDb\LabeledDB_new\Cup\23.off,8.3282729238813,3.0279445653837347,2.6069142713357287,1.797506381686279,2.270047569924161
labeledDb\LabeledDB_new\Cup\24.off,11.531435520839333,3.2417555031151664,3.3300590786360784,1.906886293629028,1.7521854246218245
labeledDb\LabeledDB_new\Cup\25.off,11.919530211221339,5.835759869582468,2.281695334800514,1.981659057254465,2.2992048632603916
labeledDb\LabeledDB_new\Cup\26.off,10.73081162978652,5.317073089306898,2.4135040275507413,1.9181081842178858,2.5284380408075515
labeledDb\LabeledDB_new\Cup\27.off,9.935083355420456,4.707055404178228,2.2698385839062984,1.8312246835955206,2.1699537485998697
labeledDb\LabeledDB_new\Cup\28.off,8.754257894662635,3.4416432106041466,2.3250640993494,1.732562879260692,1.8160856541311512
labeledDb\LabeledDB_new\Cup\29.off,8.964377227889232,4.144265753139184,1.9967650612154348,1.8539836396234637,2.203072899794289
labeledDb\LabeledDB_new\Cup\30.off,4.257558864371799,0.6751726596721938,1.723750567751492,1.7059665400629382,3.7038129047712283
labeledDb\LabeledDB_new\Cup\31.off,10.6946500753399,3.3464858215877915,3.5531139149195083,1.8902621631794094,1.8877246674062587
labeledDb\LabeledDB_new\Cup\32.off,9.682185329609265,4.948425991638728,2.0943400475042226,1.8058373570281747,2.0154766610939023
labeledDb\LabeledDB_new\Cup\33.off,10.44848657084975,3.36661655919008,2.9222791600569837,1.8190191313083812,1.3750871577117683
labeledDb\LabeledDB_new\Cup\34.off,11.147574319828392,3.6390327955121062,3.0796233007653675,1.9225282363669456,1.68056003366505
labeledDb\LabeledDB_new\Cup\35.off,6.277348325543741,1.7055184283473657,1.464156597360622,1.7870274908710135,3.470056550868712
labeledDb\LabeledDB_new\Cup\36.off,8.935174311733464,4.813188676218724,3.093895315668484,1.7408865146622685,1.6837502887146876
labeledDb\LabeledDB_new\Cup\37.off,12.477987278992194,4.121542799867588,3.134824916563214,1.8456000030014899,1.2404188742328732
labeledDb\LabeledDB_new\Cup\38.off,11.158973311905923,4.085252810708541,2.7396264735834075,1.87531855287508,2.185119004794268
labeledDb\LabeledDB_new\Cup\39.off,11.659442345741162,5.603246777405842,2.393021190200819,1.8749237114550876,1.6604012879719883
labeledDb\LabeledDB_new\Cup\40.off,11.282776553574069,6.588842469834751,1.9570236080877004,1.9958789069460159,3.147375816001499
labeledDb\LabeledDB_new\Fish\221.off,2.451626017109049,0.7297138103492157,1.1335260456311427,1.7993183506014365,12.539742098194935
labeledDb\LabeledDB_new\Fish\222.off,1.8406226000814068,1.087809943505761,0.6635122550665923,1.8356346130046604,15.329157761377804
labeledDb\LabeledDB_new\Fish\223.off,2.2061511621508867,0.8638097479231144,1.1552440491566676,1.8095882565773436,12.62343298480825
labeledDb\LabeledDB_new\Fish\224.off,1.7714152132196102,1.3570251954875119,0.5868055982074283,1.8418089200047705,21.027715557591776
labeledDb\LabeledDB_new\Fish\225.off,2.0792301708184033,0.8529391516993724,0.9721758015716824,1.8204449498355324,11.010464240696747
labeledDb\LabeledDB_new\Fish\226.off,1.9114275913565495,0.9699552748839898,0.6355025463851326,1.9073631508126838,15.669438435172689
labeledDb\LabeledDB_new\Fish\227.off,1.9114275913565495,0.9699552748839898,0.6355025463851326,1.9073631508126838,15.669438435172689
labeledDb\LabeledDB_new\Fish\228.off,1.9606901860555255,0.852594233094003,0.7453663505593309,1.8151040743348141,15.653966328203182
labeledDb\LabeledDB_new\Fish\229.off,2.024837233967823,1.0535477071286616,0.7133805150776494,1.8954841373875642,14.050468094929071
labeledDb\LabeledDB_new\Fish\230.off,2.630009973209686,0.7805385564298734,1.2134467862447278,1.8125102103777846,12.023916228361546
labeledDb\LabeledDB_new\Fish\231.off,2.0851376502173067,1.079694311428733,0.9064517129158883,1.8140244127684597,13.822420150771872
labeledDb\LabeledDB_new\Fish\232.off,1.8773962985255723,1.3213693131403828,0.5738024963793075,1.8474184836907657,22.990872448524506
labeledDb\LabeledDB_new\Fish\233.off,3.047128070103756,0.9973181189154101,1.6469710574677068,1.7104372242050998,5.128209919534409
labeledDb\LabeledDB_new\Fish\234.off,2.6287792819987987,0.9722225814226941,1.3330122346347286,1.8452713043561262,10.54834207656777
labeledDb\LabeledDB_new\Fish\235.off,1.845555633358345,1.143136299099174,0.7288826231395836,1.8557558022706324,18.624610878644884
labeledDb\LabeledDB_new\Fish\236.off,1.6438083712910259,1.1685181149480461,0.6843148397016284,1.829733546321996,23.398505138691963
labeledDb\LabeledDB_new\Fish\237.off,1.4890464535935823,1.4308344105812891,0.47855090516198423,1.8331410469002294,30.70659137623142
labeledDb\LabeledDB_new\Fish\238.off,1.663834974050481,1.1078848072100056,0.614012204434386,1.8161566167572227,21.04507898214779
labeledDb\LabeledDB_new\Fish\239.off,1.8692753599697034,2.0061613573443,0.5553304380051246,1.8761896950641164,26.019815692622586
labeledDb\LabeledDB_new\Fish\240.off,2.2338432480161865,1.2211989437305173,0.9053273925374071,1.7965109236923387,15.061584809606003
labeledDb\LabeledDB_new\FourLeg\381.off,2.834354356923868,0.6405039762500866,0.9913709219493814,1.7298318142280458,8.664050326069308
labeledDb\LabeledDB_new\FourLeg\382.off,2.518692335778726,0.4536664704080222,1.400916783076226,1.9265488367343664,9.87712480848465
labeledDb\LabeledDB_new\FourLeg\383.off,3.5885058808858443,0.9387400626127667,0.9815395954100649,1.8591598100388915,10.82067187120538
labeledDb\LabeledDB_new\FourLeg\384.off,3.00633389492072,0.7259179355353488,1.0038631998338323,1.995454015857797,14.482786900394611
labeledDb\LabeledDB_new\FourLeg\385.off,3.080083855079656,0.7415409185247163,1.1875244532805196,1.8291919014472309,15.186643956527796
labeledDb\LabeledDB_new\FourLeg\386.off,3.3041091063801837,0.38925641279180917,2.2391018117527373,1.9012869810344943,8.930033322891884
labeledDb\LabeledDB_new\FourLeg\387.off,2.7321644978810475,0.789967896993316,1.5694571811864177,1.9590283812048805,17.07107282177176
labeledDb\LabeledDB_new\FourLeg\388.off,3.712778225750211,0.936299047458217,1.2699404972809951,1.885917911993354,9.723461768161428
labeledDb\LabeledDB_new\FourLeg\389.off,3.012498917355984,0.5688067703103868,1.2343640259418382,1.9429246594843697,9.65852865536813
labeledDb\LabeledDB_new\FourLeg\390.off,1.5437187401965453,0.34299187746596826,0.8856492920137334,1.820129167343635,15.250666813755537
labeledDb\LabeledDB_new\FourLeg\391.off,3.077273067272319,0.9618270858151571,0.8627856034380168,1.7906381159498317,30.236286173759463
labeledDb\LabeledDB_new\FourLeg\392.off,3.26326733250019,0.8504032832665342,1.1906436943212295,1.8945734206108826,12.37470403421197
labeledDb\LabeledDB_new\FourLeg\393.off,2.526762995959587,0.6808838341503068,0.8810126692258379,1.8801284963426268,44.85080775683394
labeledDb\LabeledDB_new\FourLeg\394.off,2.3857973338510265,0.5272412212150082,0.8615371265249028,1.8397242457257703,12.717659004648212
labeledDb\LabeledDB_new\FourLeg\395.off,2.6144222048425583,0.5723306875310995,2.1548935754284235,1.8054342484023835,14.209955237692425
labeledDb\LabeledDB_new\FourLeg\396.off,2.7857647380668498,0.9691970368458703,0.9372135690624929,1.972889557203123,16.302517572205176
labeledDb\LabeledDB_new\FourLeg\397.off,2.6987574179931437,0.857575085708585,0.9518431973449569,1.824613710620697,14.86308070549998
labeledDb\LabeledDB_new\FourLeg\398.off,1.5396043559475847,0.844129570581798,0.4256203780056117,1.4665438238521475,28.151238743296158
labeledDb\LabeledDB_new\FourLeg\399.off,2.7977041264426874,0.5457443948473226,1.392750817633065,1.9449947892537978,9.221859539795998
labeledDb\LabeledDB_new\FourLeg\400.off,2.360790309927715,0.37937312919334276,0.9113779559643655,1.8652539138313766,17.743489490675998
labeledDb\LabeledDB_new\Glasses\41.off,0.7815101511687472,0.06048104119455828,0.3629201911498733,1.4123988954294402,14.01516524356111
labeledDb\LabeledDB_new\Glasses\42.off,0.5733849686457274,0.05426234662420819,0.34756936670106686,1.4254587285534288,20.42239754083167
labeledDb\LabeledDB_new\Glasses\43.off,0.45997686602224336,0.04566511962307838,0.28305565924678405,1.3979824296042156,37.80727164315087
labeledDb\LabeledDB_new\Glasses\44.off,0.8817050164168292,0.08401099775738365,0.432773933012788,1.3806372391532633,22.85352499295502
labeledDb\LabeledDB_new\Glasses\45.off,0.756253775608578,0.0,0.4361580973738935,1.3931130892148476,25.958096755597
labeledDb\LabeledDB_new\Glasses\46.off,0.6634611242391873,0.29929798885361475,0.2841150328452107,1.8913761536236193,44.40356339310393
labeledDb\LabeledDB_new\Glasses\47.off,0.6304832010315211,1.7406459720101048,0.0769218464190547,1.9851230704542382,251.24449525370684
labeledDb\LabeledDB_new\Glasses\48.off,0.8009241853858475,0.08810670507899095,0.42845945591048723,1.5136334571512775,25.45434349345898
labeledDb\LabeledDB_new\Glasses\49.off,0.7697576496109236,0.11111574674844808,0.3734718224705382,1.6918023736323216,37.73666906166523
